Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
UKPLab_sentence-transformers.examples.training.avg_word_embeddings,training_stsbenchmark_bilstm,,0,0,0,0,16,16,-1,0,4
UKPLab_sentence-transformers.examples.training.avg_word_embeddings,training_stsbenchmark_bow,,0,0,0,0,27,27,-1,0,4
UKPLab_sentence-transformers.examples.training.avg_word_embeddings,training_stsbenchmark_cnn,,0,0,0,0,17,17,-1,0,4
UKPLab_sentence-transformers.examples.training.avg_word_embeddings,training_stsbenchmark_tf-idf_word_embeddings,,0,0,0,0,27,27,-1,0,4
UKPLab_sentence-transformers.examples.training.cross-encoder,training_nli,,0,0,0,0,16,16,-1,0,2
UKPLab_sentence-transformers.examples.training.cross-encoder,training_quora_duplicate_questions,,0,0,0,0,13,13,-1,0,1
UKPLab_sentence-transformers.examples.training.cross-encoder,training_stsbenchmark,,0,0,0,0,14,14,-1,0,1
UKPLab_sentence-transformers.examples.training.data_augmentation,train_sts_indomain_bm25,,0,0,0,0,33,33,-1,0,6
UKPLab_sentence-transformers.examples.training.data_augmentation,train_sts_indomain_nlpaug,,0,0,0,0,20,20,-1,0,4
UKPLab_sentence-transformers.examples.training.data_augmentation,train_sts_indomain_semantic,,0,0,0,0,35,35,-1,0,2
UKPLab_sentence-transformers.examples.training.data_augmentation,train_sts_qqp_crossdomain,,0,0,0,0,33,33,-1,0,2
UKPLab_sentence-transformers.examples.training.data_augmentation,train_sts_seed_optimization,,0,0,0,0,21,21,-1,0,4
UKPLab_sentence-transformers.examples.training.distillation,dimensionality_reduction,,0,0,0,0,13,13,-1,0,2
UKPLab_sentence-transformers.examples.training.distillation,model_distillation,,12,3,3,3,31,31,1,0,4
UKPLab_sentence-transformers.examples.training.distillation,model_distillation_layer_reduction,,12,3,3,3,30,30,1,0,4
UKPLab_sentence-transformers.examples.training.distillation,model_quantization,,14,1,1,1,11,11,0,0,2
UKPLab_sentence-transformers.examples.training.hpo,hpo_nli,,15,4,4,4,7,7,1,0,3
UKPLab_sentence-transformers.examples.training.matryoshka,2d_matryoshka_nli,,0,0,0,0,16,16,-1,0,4
UKPLab_sentence-transformers.examples.training.matryoshka,2d_matryoshka_sts,,0,0,0,0,15,15,-1,0,4
UKPLab_sentence-transformers.examples.training.matryoshka,matryoshka_eval_stsb,,59,8,2,1,22,21,0,0,2
UKPLab_sentence-transformers.examples.training.matryoshka,matryoshka_nli,,0,0,0,0,18,18,-1,0,4
UKPLab_sentence-transformers.examples.training.matryoshka,matryoshka_nli_reduced_dim,,0,0,0,0,19,19,-1,0,4
UKPLab_sentence-transformers.examples.training.matryoshka,matryoshka_sts,,0,0,0,0,17,17,-1,0,4
UKPLab_sentence-transformers.examples.training.ms_marco,eval_cross-encoder-trec-dl,,0,0,0,0,31,31,-1,0,1
UKPLab_sentence-transformers.examples.training.ms_marco,eval_msmarco,,0,0,0,0,21,21,-1,0,1
UKPLab_sentence-transformers.examples.training.ms_marco,train_bi-encoder_margin-mse,,38,5,0,0,39,39,-1,1,2
